week,date,day,slot,time,pillar,weekly_theme,editorial_angle,format,working_title,hook,outline,cta,source
58,2027-09-28,Tuesday,AM,09:00,Production Case Studies,"Production Case Studies - Failure Modes, part 2",Failure Modes,repo walkthrough,Inside awesome-scalability: Stripe's fraud detection ML in real code (failure modes),Theory posts about Stripe's fraud detection ML are everywhere. Today: where it actually lives in github.com/binhnguyennus/awesome-scalability.,"Point to the exact files/sections in github.com/binhnguyennus/awesome-scalability that implement or document Stripe's fraud detection ML | Trace one path through the code or material end to end | Extract the one design decision worth stealing, read through how it breaks in production",Tag someone who is debugging this right now.,github.com/binhnguyennus/awesome-scalability
58,2027-09-28,Tuesday,PM,17:00,Production Case Studies,"Production Case Studies - Failure Modes, part 2",Failure Modes,snippet / config tip,A working snippet for Stripe's fraud detection ML (failure modes),One copy-pasteable block that makes Stripe's fraud detection ML concrete.,"Show a minimal, runnable snippet or config exercising the concept | Annotate the two lines people get wrong | State the expected output so readers can self-verify",Repost this so your team sees it.,github.com/binhnguyennus/awesome-scalability
58,2027-09-29,Wednesday,AM,09:00,Production Case Studies,"Production Case Studies - Failure Modes, part 2",Failure Modes,case study,Case study: LinkedIn feed ranking in production (failure modes),"A real team, a real system, and LinkedIn feed ranking under actual load. What happened next was predictable in hindsight.","Set the scene: company scale, constraint, and why this concept was on the critical path | Walk the decision, the implementation, and the number that moved | Close with the transferable rule about LinkedIn feed ranking",Save this for your next design review.,github.com/Engineer1999/A-Curated-List-of-ML-System-Design-Case-Studies
58,2027-09-29,Wednesday,PM,17:00,Production Case Studies,"Production Case Studies - Failure Modes, part 2",Failure Modes,lessons listicle,5 lessons about LinkedIn feed ranking teams learn too late (failure modes),Every one of these LinkedIn feed ranking lessons was paid for in an incident review.,"Five one-line lessons framed through how it breaks in production, each with the consequence of ignoring it | Order them from cheap-to-fix to career-limiting | End with the earliest warning signal to watch for",Follow along - this series runs all week.,github.com/Engineer1999/A-Curated-List-of-ML-System-Design-Case-Studies
58,2027-09-30,Thursday,AM,09:00,Production Case Studies,"Production Case Studies - Failure Modes, part 2",Failure Modes,hands-on tutorial,Hands-on: Instacart demand forecasting in under an hour (failure modes),Stop reading about Instacart demand forecasting. Here is the smallest real exercise that teaches it through how it breaks in production.,Define the end state: what exists and runs when the hour is up | Give the 4-6 numbered steps with the commands or code per step | Include the verification step that proves it worked,Comment your take - I read every reply.,github.com/binhnguyennus/awesome-scalability
58,2027-09-30,Thursday,PM,17:00,Production Case Studies,"Production Case Studies - Failure Modes, part 2",Failure Modes,common mistakes checklist,The Instacart demand forecasting mistakes checklist (failure modes),Five checks that catch 90% of Instacart demand forecasting mistakes before they ship.,"Five yes/no checks phrased so 'no' means stop and fix, targeting mistakes made through how it breaks in production | For each: the symptom you will see in production if skipped | Make it screenshot-able as a single card",Bookmark this; you will need it at 3am someday.,github.com/binhnguyennus/awesome-scalability
58,2027-10-01,Friday,AM,09:00,Production Case Studies,"Production Case Studies - Failure Modes, part 2",Failure Modes,contrarian take,Hot take: most advice about GitHub Copilot's serving architecture is wrong (failure modes),"The standard advice on GitHub Copilot's serving architecture optimizes for the demo, not the system you actually run.",State the conventional wisdom fairly - steelman it in two lines | Show the specific context where it fails and the evidence | Give the replacement heuristic and its own limits,Tag someone who is debugging this right now.,github.com/Engineer1999/A-Curated-List-of-ML-System-Design-Case-Studies
58,2027-10-01,Friday,PM,17:00,Production Case Studies,"Production Case Studies - Failure Modes, part 2",Failure Modes,debate prompt,"Debate: is GitHub Copilot's serving architecture necessary, or overengineering? (failure modes)","Two senior engineers, opposite positions on GitHub Copilot's serving architecture, both with production scars. Pick a side.","Present position A with its strongest supporting scenario, argued through how it breaks in production | Present position B with its strongest supporting scenario | Ask readers to reply with their context - team size, scale, stakes",Repost this so your team sees it.,github.com/Engineer1999/A-Curated-List-of-ML-System-Design-Case-Studies
58,2027-10-02,Saturday,AM,09:00,Production Case Studies,"Production Case Studies - Failure Modes, part 2",Failure Modes,recap + quiz,"Week 58 recap and quiz: Production Case Studies - Failure Modes, part 2",Six days of material in three questions. Answers in Monday's post.,"Recap in one line each: Pinterest visual search; Stripe's fraud detection ML; LinkedIn feed ranking; Instacart demand forecasting; GitHub Copilot's serving architecture | Three quiz questions: one recall, one application, one design tradeoff | Invite answers in the comments; no lookups allowed",Save this for your next design review.,github.com/binhnguyennus/awesome-scalability
58,2027-10-02,Saturday,PM,17:00,Production Case Studies,"Production Case Studies - Failure Modes, part 2",Failure Modes,weekend challenge,Weekend challenge: Klarna's support agent rollout (failure modes),90 focused minutes on Klarna's support agent rollout this weekend beats another saved-and-forgotten bookmark.,"Define a scoped build/read exercise on Klarna's support agent rollout, through how it breaks in production, with a visible artifact | Point to the exact starting resource: github.com/binhnguyennus/awesome-scalability | Ask readers to post their artifact and tag it for review",Follow along - this series runs all week.,github.com/binhnguyennus/awesome-scalability
59,2027-10-03,Sunday,AM,09:00,"Career, FDE & Interviews","Career, FDE & Interviews - Failure Modes, part 1",Failure Modes,theme kickoff,"Week 59 kickoff - Career, FDE & Interviews - Failure Modes, part 1","This week: career, fde & interviews, through how it breaks in production. Everything breaks. This pass covers how this breaks and what the wreckage looks like.",Name the week's six topics: the FDE role anatomy; FDE vs MLE vs AI engineer; insights from 146 FDE job postings; the AI system design interview format; answering scaling questions; whiteboard frameworks | One sentence on why this pillar matters at this angle right now | State what readers will be able to do by Saturday,Comment your take - I read every reply.,github.com/alexeygrigorev/ai-engineering-field-guide
59,2027-10-03,Sunday,PM,17:00,"Career, FDE & Interviews","Career, FDE & Interviews - Failure Modes, part 1",Failure Modes,poll,"Poll (week 59): where are you with career, fde & interviews?",Quick pulse-check before the deep dives start tomorrow.,Option A: learning the vocabulary | Option B: built it once in a side project | Option C: run it in production | Option D: debugged it during an incident,Bookmark this; you will need it at 3am someday.,github.com/alexeygrigorev/ai-engineering-field-guide
59,2027-10-04,Monday,AM,09:00,"Career, FDE & Interviews","Career, FDE & Interviews - Failure Modes, part 1",Failure Modes,concept deep-dive,"the FDE role anatomy, explained through how it breaks in production",Most engineers can name the FDE role anatomy. Far fewer can explain the mechanics. Here is the failure modes version.,"Define the FDE role anatomy in two sentences, no jargon | Walk the core mechanism step by step with one concrete example | State the one misconception that causes the most damage",Tag someone who is debugging this right now.,github.com/checkcheckzz/system-design-interview
59,2027-10-04,Monday,PM,17:00,"Career, FDE & Interviews","Career, FDE & Interviews - Failure Modes, part 1",Failure Modes,annotated diagram,the FDE role anatomy in one diagram (failure modes),"If you cannot draw the FDE role anatomy, you do not understand it yet.",Draw the components and the data flow between them | Annotate the step where the interesting work happens | Mark the failure point in red and say why it fails there,Repost this so your team sees it.,github.com/checkcheckzz/system-design-interview
